,x,y
19397,243664,572115
19398,243663,572115
19399,243662,572114
19400,243662,572114
19401,243662,572114
19402,243662,572113
19403,243661,572113
19404,243661,572113
19405,243661,572113
19406,243661,572112
19407,243660,572112
19408,243660,572112
19409,243660,572112
19410,243659,572111
19411,243659,572111
19412,243659,572111
19413,243659,572111
19414,243658,572110
19415,243658,572110
19416,243658,572110
19417,243658,572110
19418,243657,572109
19419,243657,572109
19420,243657,572109
19421,243656,572109
19422,243656,572108
19423,243656,572108
19424,243655,572108
19425,243655,572107
19426,243655,572107
19427,243655,572107
19428,243654,572107
19429,243654,572107
19430,243654,572106
19431,243653,572106
19432,243653,572106
19433,243653,572106
19434,243653,572105
19435,243652,572105
19436,243652,572105
19437,243652,572104
19438,243651,572104
19439,243651,572104
19440,243651,572104
19441,243650,572103
19442,243650,572103
19443,243650,572103
19444,243649,572102
19445,243649,572102
19446,243649,572102
19447,243649,572102
19448,243648,572101
19449,243648,572101
19450,243648,572101
19451,243647,572101
19452,243647,572100
19453,243647,572100
19454,243646,572100
19455,243646,572099
19456,243646,572099
19457,243645,572099
19458,243645,572098
19459,243645,572098
19460,243644,572098
19461,243644,572098
19462,243644,572097
19463,243644,572097
19464,243643,572097
19465,243643,572097
19466,243643,572096
19467,243643,572096
19468,243642,572096
19469,243642,572096
19470,243642,572095
19471,243641,572095
19472,243641,572095
19473,243641,572095
19474,243641,572094
19475,243640,572094
19476,243640,572094
19477,243640,572094
19478,243640,572093
19479,243639,572093
19480,243639,572093
19481,243639,572093
19482,243638,572092
19483,243638,572092
19484,243638,572092
19485,243637,572091
19486,243637,572091
19487,243636,572091
19488,243636,572090
19489,243636,572090
19490,243636,572090
19491,243635,572090
19492,243635,572089
19493,243635,572089
19494,243634,572088
19495,243634,572088
19496,243634,572088
19497,243633,572087
19498,243677,572128
19499,243677,572128
19500,243677,572127
19501,243676,572127
19502,243676,572127
19503,243676,572127
19504,243676,572126
19505,243675,572126
19506,243675,572126
19507,243675,572126
19508,243675,572125
19509,243674,572125
19510,243674,572125
19511,243674,572124
19512,243673,572124
19513,243673,572124
19514,243673,572124
19515,243672,572123
19516,243672,572123
19517,243672,572123
19518,243672,572123
19519,243671,572123
19520,243671,572122
19521,243671,572122
19522,243671,572122
19523,243670,572122
19524,243670,572121
19525,243670,572121
19526,243670,572121
19527,243669,572120
19528,243669,572120
19529,243668,572120
19530,243668,572120
19531,243668,572119
19532,243667,572119
19533,243667,572119
19534,243667,572118
19535,243667,572118
19536,243666,572118
19537,243666,572118
19538,243666,572117
19539,243666,572117
19540,243665,572117
19541,243665,572117
19542,243665,572116
19543,243664,572116
19544,243664,572116
19545,243664,572116
19546,243664,572115
19547,243663,572115
19548,243663,572115
19549,243663,572114
19550,243662,572114
19551,243662,572114
19552,243661,572113
19553,243661,572113
19554,243661,572113
19555,243660,572112
19556,243660,572112
19557,243660,572112
19558,243660,572112
19559,243659,572111
19560,243659,572111
19561,243659,572111
19562,243658,572111
19563,243658,572111
19564,243658,572110
19565,243658,572110
19566,243657,572110
19567,243657,572110
19568,243657,572109
19569,243657,572109
19570,243656,572109
19571,243656,572109
19572,243656,572108
19573,243656,572108
19574,243655,572108
19575,243655,572108
19576,243655,572107
19577,243654,572107
19578,243654,572107
19579,243654,572107
19580,243654,572106
19581,243653,572106
19582,243653,572105
19583,243652,572105
19584,243652,572105
19585,243652,572105
19586,243651,572104
19587,243651,572104
19588,243651,572104
19589,243650,572103
19590,243650,572103
19591,243650,572103
19592,243649,572102
19593,243649,572102
19594,243648,572102
19595,243648,572101
19596,243648,572101
19597,243647,572101
19598,243647,572100
19599,243647,572100
19600,243647,572100
19601,243646,572100
19602,243646,572099
19603,243646,572099
19604,243645,572099
19605,243645,572099
19606,243645,572098
19607,243645,572098
19608,243644,572098
19609,243644,572098
19610,243644,572097
19611,243644,572097
19612,243643,572097
19613,243643,572097
19614,243643,572096
19615,243642,572096
19616,243642,572096
19617,243642,572096
19618,243642,572095
19619,243641,572095
19620,243641,572095
19621,243641,572094
19622,243640,572094
19623,243640,572094
19624,243639,572093
19625,243639,572093
19626,243639,572093
19627,243639,572093
19628,243638,572092
19629,243638,572092
19630,243638,572092
19631,243637,572091
19632,243637,572091
19633,243637,572091
19634,243636,572091
19635,243636,572090
19636,243636,572090
19637,243636,572090
19638,243635,572090
19639,243635,572089
19640,243635,572089
19641,243634,572089
19642,243634,572089
19643,243634,572088
19644,243633,572087
19645,243677,572128
19646,243677,572128
19647,243676,572128
19648,243676,572127
19649,243676,572127
19650,243676,572127
19651,243675,572127
19652,243675,572126
19653,243675,572126
19654,243675,572126
19655,243674,572126
19656,243674,572125
19657,243674,572125
19658,243674,572125
19659,243673,572125
19660,243673,572124
19661,243673,572124
19662,243672,572124
19663,243672,572124
19664,243672,572123
19665,243672,572123
19666,243671,572123
19667,243671,572123
19668,243671,572122
19669,243671,572122
19670,243670,572122
19671,243670,572122
19672,243670,572121
19673,243669,572121
19674,243669,572121
19675,243669,572121
19676,243669,572120
19677,243668,572120
19678,243668,572120
19679,243668,572120
19680,243668,572119
19681,243667,572119
19682,243667,572119
19683,243667,572119
19684,243667,572118
19685,243666,572118
19686,243666,572118
19687,243666,572118
19688,243665,572118
19689,243665,572117
19690,243665,572117
19691,243665,572117
19692,243664,572117
19693,243664,572116
19694,243664,572116
19695,243664,572116
19696,243663,572116
19697,243663,572115
19698,243663,572115
19699,243662,572115
19700,243662,572114
19701,243661,572114
19702,243661,572113
19703,243661,572113
19704,243660,572113
19705,243660,572113
19706,243660,572112
19707,243660,572112
19708,243659,572112
19709,243659,572112
19710,243659,572111
19711,243658,572111
19712,243658,572111
19713,243658,572110
19714,243657,572110
19715,243657,572110
19716,243657,572110
19717,243657,572109
19718,243656,572109
19719,243656,572109
19720,243655,572108
19721,243655,572108
19722,243655,572108
19723,243654,572107
19724,243654,572107
19725,243654,572107
19726,243653,572106
19727,243652,572106
19728,243652,572105
19729,243652,572105
19730,243652,572105
19731,243651,572104
19732,243651,572104
19733,243650,572104
19734,243650,572103
19735,243650,572103
19736,243649,572103
19737,243649,572103
19738,243649,572102
19739,243649,572102
19740,243648,572102
19741,243648,572102
19742,243648,572102
19743,243648,572101
19744,243647,572101
19745,243647,572100
19746,243646,572100
19747,243646,572100
19748,243646,572100
19749,243646,572099
19750,243645,572099
19751,243645,572099
19752,243645,572099
19753,243645,572099
19754,243644,572098
19755,243644,572098
19756,243644,572098
19757,243643,572097
19758,243643,572097
19759,243643,572097
19760,243643,572097
19761,243642,572096
19762,243642,572096
19763,243642,572096
19764,243642,572096
19765,243641,572096
19766,243641,572095
19767,243641,572095
19768,243640,572095
19769,243640,572095
19770,243640,572094
19771,243640,572094
19772,243639,572094
19773,243639,572093
19774,243639,572093
19775,243639,572093
19776,243638,572093
19777,243638,572092
19778,243638,572092
19779,243637,572092
19780,243637,572092
19781,243637,572091
19782,243637,572091
19783,243636,572091
19784,243636,572091
19785,243636,572090
19786,243635,572090
19787,243635,572090
19788,243635,572090
19789,243635,572089
19790,243634,572089
19791,243634,572089
19792,243634,572089
19793,243633,572088
19794,243677,572128
19795,243676,572128
19796,243676,572128
19797,243676,572127
19798,243676,572127
19799,243675,572127
19800,243675,572127
19801,243675,572126
19802,243675,572126
19803,243674,572126
19804,243674,572126
19805,243674,572125
19806,243673,572125
19807,243673,572125
19808,243673,572125
19809,243673,572124
19810,243672,572124
19811,243672,572124
19812,243672,572124
19813,243672,572123
19814,243671,572123
19815,243671,572123
19816,243671,572123
19817,243671,572122
19818,243670,572122
19819,243670,572122
19820,243670,572122
19821,243669,572121
19822,243669,572121
19823,243669,572121
19824,243669,572121
19825,243668,572121
19826,243668,572120
19827,243668,572120
19828,243668,572120
19829,243667,572120
19830,243667,572119
19831,243667,572119
19832,243666,572119
19833,243666,572119
19834,243666,572118
19835,243666,572118
19836,243665,572118
19837,243665,572118
19838,243665,572117
19839,243665,572117
19840,243664,572117
19841,243664,572117
19842,243664,572116
19843,243664,572116
19844,243663,572116
19845,243663,572116
19846,243663,572115
19847,243662,572115
19848,243662,572115
19849,243662,572114
19850,243661,572114
19851,243661,572114
19852,243661,572113
19853,243660,572113
19854,243660,572113
19855,243659,572112
19856,243659,572112
19857,243659,572112
19858,243659,572112
19859,243658,572111
19860,243658,572111
19861,243658,572111
19862,243657,572110
19863,243657,572110
19864,243657,572110
19865,243656,572109
19866,243656,572109
19867,243656,572109
19868,243655,572109
19869,243655,572108
19870,243655,572108
19871,243655,572108
19872,243654,572108
19873,243654,572108
19874,243654,572107
19875,243654,572107
19876,243653,572107
19877,243653,572107
19878,243652,572106
19879,243652,572106
19880,243652,572106
19881,243652,572105
19882,243651,572105
19883,243651,572105
19884,243651,572105
19885,243651,572104
19886,243650,572104
19887,243650,572104
19888,243650,572104
19889,243649,572103
19890,243649,572103
19891,243649,572103
19892,243649,572103
19893,243648,572102
19894,243648,572102
19895,243648,572102
19896,243648,572102
19897,243647,572101
19898,243647,572101
19899,243646,572101
19900,243646,572100
19901,243646,572100
19902,243646,572100
19903,243645,572100
19904,243645,572099
19905,243645,572099
19906,243644,572099
19907,243644,572098
19908,243644,572098
19909,243643,572098
19910,243643,572098
19911,243643,572097
19912,243643,572097
19913,243642,572097
19914,243642,572097
19915,243642,572096
19916,243642,572096
19917,243641,572096
19918,243641,572096
19919,243641,572095
19920,243640,572095
19921,243640,572095
19922,243640,572095
19923,243640,572094
19924,243639,572094
19925,243639,572094
19926,243639,572094
19927,243638,572093
19928,243638,572093
19929,243638,572093
19930,243638,572093
19931,243637,572092
19932,243637,572092
19933,243637,572092
19934,243637,572092
19935,243636,572091
19936,243636,572091
19937,243635,572091
19938,243635,572090
19939,243635,572090
19940,243635,572090
19941,243634,572090
19942,243634,572089
19943,243633,572089
19944,243677,572129
19945,243676,572128
19946,243676,572128
19947,243676,572128
19948,243676,572128
19949,243675,572127
19950,243675,572127
19951,243675,572127
19952,243675,572127
19953,243674,572126
19954,243674,572126
19955,243674,572126
19956,243673,572126
19957,243673,572125
19958,243673,572125
19959,243673,572125
19960,243672,572125
19961,243672,572124
19962,243672,572124
19963,243671,572124
19964,243671,572123
19965,243671,572123
19966,243671,572123
19967,243670,572123
19968,243670,572122
19969,243670,572122
19970,243669,572122
19971,243669,572122
19972,243669,572121
19973,243669,572121
19974,243668,572121
19975,243668,572121
19976,243668,572120
19977,243668,572120
19978,243667,572120
19979,243667,572120
19980,243666,572119
19981,243666,572119
19982,243665,572118
19983,243665,572118
19984,243665,572118
19985,243665,572118
19986,243664,572117
19987,243664,572117
19988,243664,572117
19989,243664,572117
19990,243663,572116
19991,243663,572116
19992,243663,572116
19993,243662,572116
19994,243662,572115
19995,243662,572115
19996,243662,572115
19997,243661,572115
19998,243661,572114
19999,243661,572114
20000,243660,572113
20001,243660,572113
20002,243659,572113
20003,243659,572113
20004,243659,572112
20005,243659,572112
20006,243658,572112
20007,243658,572112
20008,243658,572111
20009,243658,572111
20010,243657,572111
20011,243657,572111
20012,243657,572110
20013,243657,572110
20014,243656,572110
20015,243656,572109
20016,243655,572109
20017,243655,572109
20018,243655,572108
20019,243654,572108
20020,243654,572108
20021,243654,572108
20022,243654,572107
20023,243653,572107
20024,243653,572107
20025,243653,572107
20026,243652,572106
20027,243652,572106
20028,243652,572106
20029,243652,572106
20030,243651,572105
20031,243651,572105
20032,243651,572105
20033,243651,572105
20034,243650,572104
20035,243650,572104
20036,243650,572104
20037,243649,572104
20038,243649,572104
20039,243649,572103
20040,243649,572103
20041,243648,572103
20042,243648,572102
20043,243648,572102
20044,243647,572102
20045,243647,572101
20046,243646,572101
20047,243646,572101
20048,243646,572101
20049,243646,572100
20050,243645,572100
20051,243645,572100
20052,243645,572100
20053,243645,572099
20054,243644,572099
20055,243644,572099
20056,243644,572099
20057,243643,572098
20058,243643,572098
20059,243643,572098
20060,243643,572098
20061,243642,572097
20062,243642,572097
20063,243642,572097
20064,243642,572097
20065,243641,572096
20066,243641,572096
20067,243641,572096
20068,243640,572096
20069,243640,572095
20070,243640,572095
20071,243640,572095
20072,243639,572095
20073,243639,572094
20074,243639,572094
20075,243639,572094
20076,243638,572094
20077,243638,572093
20078,243638,572093
20079,243637,572093
20080,243637,572092
20081,243637,572092
20082,243636,572092
20083,243636,572091
20084,243635,572091
20085,243635,572090
20086,243635,572090
20087,243634,572090
20088,243634,572089
20089,243633,572089
20090,243633,572089
20091,243633,572088
20092,243632,572088
20093,243632,572088
20094,243677,572129
20095,243676,572128
20096,243676,572128
20097,243676,572128
20098,243675,572128
20099,243675,572127
20100,243675,572127
20101,243675,572127
20102,243674,572127
20103,243674,572126
20104,243674,572126
20105,243674,572126
20106,243673,572126
20107,243673,572125
20108,243673,572125
20109,243673,572125
20110,243672,572125
20111,243672,572124
20112,243672,572124
20113,243671,572124
20114,243671,572123
20115,243671,572123
20116,243670,572123
20117,243670,572123
20118,243670,572123
20119,243670,572122
20120,243669,572122
20121,243669,572122
20122,243669,572122
20123,243669,572121
20124,243668,572121
20125,243668,572121
20126,243668,572121
20127,243667,572120
20128,243667,572120
20129,243667,572120
20130,243667,572120
20131,243666,572119
20132,243666,572119
20133,243666,572119
20134,243666,572119
20135,243665,572118
20136,243665,572118
20137,243665,572118
20138,243665,572118
20139,243664,572117
20140,243664,572117
20141,243664,572117
20142,243663,572117
20143,243663,572116
20144,243663,572116
20145,243663,572116
20146,243662,572116
20147,243662,572115
20148,243662,572115
20149,243661,572115
20150,243661,572114
20151,243661,572114
20152,243660,572114
20153,243660,572114
20154,243660,572113
20155,243659,572113
20156,243659,572113
20157,243659,572112
20158,243659,572112
20159,243658,572112
20160,243658,572112
20161,243658,572111
20162,243658,572111
20163,243657,572111
20164,243657,572111
20165,243657,572111
20166,243656,572110
20167,243656,572110
20168,243655,572109
20169,243655,572109
20170,243654,572108
20171,243654,572108
20172,243654,572108
20173,243653,572108
20174,243653,572107
20175,243653,572107
20176,243652,572107
20177,243652,572106
20178,243652,572106
20179,243652,572106
20180,243651,572105
20181,243651,572105
20182,243650,572105
20183,243650,572105
20184,243649,572104
20185,243649,572103
20186,243649,572103
20187,243648,572103
20188,243648,572103
20189,243648,572102
20190,243647,572102
20191,243647,572102
20192,243647,572101
20193,243646,572101
20194,243646,572101
20195,243646,572101
20196,243646,572100
20197,243645,572100
20198,243645,572100
20199,243645,572100
20200,243644,572099
20201,243644,572099
20202,243644,572099
20203,243644,572099
20204,243643,572098
20205,243643,572098
20206,243643,572098
20207,243643,572098
20208,243642,572097
20209,243642,572097
20210,243642,572097
20211,243641,572097
20212,243641,572096
20213,243641,572096
20214,243641,572096
20215,243640,572095
20216,243640,572095
20217,243640,572095
20218,243639,572095
20219,243639,572094
20220,243639,572094
20221,243638,572094
20222,243638,572093
20223,243638,572093
20224,243637,572093
20225,243637,572092
20226,243636,572092
20227,243636,572092
20228,243636,572092
20229,243636,572091
20230,243635,572091
20231,243635,572091
20232,243635,572091
20233,243635,572090
20234,243634,572090
20235,243634,572090
20236,243633,572089
20237,243633,572089
20238,243676,572129
20239,243676,572129
20240,243676,572128
20241,243675,572128
20242,243675,572128
20243,243675,572128
20244,243675,572127
20245,243674,572127
20246,243674,572127
20247,243674,572127
20248,243674,572126
20249,243673,572126
20250,243673,572126
20251,243673,572125
20252,243672,572125
20253,243672,572125
20254,243672,572125
20255,243671,572124
20256,243671,572124
20257,243671,572124
20258,243670,572123
20259,243670,572123
20260,243670,572123
20261,243670,572123
20262,243669,572122
20263,243669,572122
20264,243669,572122
20265,243669,572122
20266,243668,572121
20267,243668,572121
20268,243668,572121
20269,243667,572121
20270,243667,572120
20271,243667,572120
20272,243667,572120
20273,243666,572120
20274,243666,572119
20275,243666,572119
20276,243666,572119
20277,243665,572119
20278,243665,572118
20279,243665,572118
20280,243664,572118
20281,243664,572117
20282,243663,572117
20283,243663,572117
20284,243663,572117
20285,243663,572116
20286,243662,572116
20287,243662,572116
20288,243662,572116
20289,243662,572115
20290,243661,572115
20291,243661,572115
20292,243660,572114
20293,243660,572114
20294,243660,572114
20295,243660,572114
20296,243659,572113
20297,243659,572113
20298,243659,572113
20299,243659,572113
20300,243658,572112
20301,243658,572112
20302,243658,572112
20303,243657,572112
20304,243657,572111
20305,243657,572111
20306,243657,572111
20307,243656,572111
20308,243656,572110
20309,243656,572110
20310,243656,572110
20311,243655,572110
20312,243655,572109
20313,243655,572109
20314,243655,572109
20315,243654,572109
20316,243654,572108
20317,243654,572108
20318,243653,572108
20319,243653,572108
20320,243653,572107
20321,243653,572107
20322,243652,572107
20323,243652,572107
20324,243652,572106
20325,243652,572106
20326,243651,572106
20327,243651,572106
20328,243651,572105
20329,243650,572105
20330,243649,572104
20331,243649,572104
20332,243649,572104
20333,243649,572103
20334,243648,572103
20335,243648,572103
20336,243648,572103
20337,243647,572102
20338,243647,572102
20339,243647,572102
20340,243647,572102
20341,243646,572101
20342,243646,572101
20343,243646,572101
20344,243645,572100
20345,243645,572100
20346,243644,572099
20347,243644,572099
20348,243644,572099
20349,243643,572099
20350,243643,572098
20351,243643,572098
20352,243643,572098
20353,243642,572098
20354,243642,572097
20355,243642,572097
20356,243641,572097
20357,243641,572097
20358,243641,572096
20359,243641,572096
20360,243640,572096
20361,243640,572096
20362,243640,572095
20363,243639,572095
20364,243639,572095
20365,243639,572095
20366,243639,572094
20367,243638,572094
20368,243638,572094
20369,243638,572094
20370,243638,572093
20371,243637,572093
20372,243637,572093
20373,243637,572093
20374,243636,572092
20375,243636,572092
20376,243636,572092
20377,243636,572092
20378,243635,572091
20379,243635,572091
20380,243635,572091
20381,243634,572091
20382,243634,572090
20383,243634,572090
20384,243634,572090
20385,243633,572089
20386,243632,572089
20387,243676,572129
20388,243676,572129
20389,243675,572128
20390,243675,572128
20391,243675,572128
20392,243675,572128
20393,243674,572127
20394,243674,572127
20395,243674,572127
20396,243674,572127
20397,243673,572126
20398,243673,572126
20399,243673,572126
20400,243672,572126
20401,243672,572125
20402,243672,572125
20403,243671,572125
20404,243671,572124
20405,243671,572124
20406,243671,572124
20407,243670,572124
20408,243670,572123
20409,243670,572123
20410,243670,572123
20411,243669,572123
20412,243669,572122
20413,243669,572122
20414,243668,572122
20415,243668,572122
20416,243668,572121
20417,243668,572121
20418,243667,572121
20419,243667,572121
20420,243667,572121
20421,243667,572120
20422,243666,572120
20423,243666,572120
20424,243666,572120
20425,243665,572119
20426,243664,572118
20427,243664,572118
20428,243664,572118
20429,243664,572118
20430,243663,572117
20431,243663,572117
20432,243663,572117
20433,243663,572117
20434,243662,572116
20435,243662,572116
20436,243662,572116
20437,243661,572116
20438,243661,572115
20439,243661,572115
20440,243661,572115
20441,243660,572115
20442,243660,572114
20443,243660,572114
20444,243659,572114
20445,243659,572113
20446,243659,572113
20447,243659,572113
20448,243658,572113
20449,243658,572112
20450,243658,572112
20451,243657,572112
20452,243657,572112
20453,243657,572111
20454,243657,572111
20455,243656,572111
20456,243656,572111
20457,243656,572110
20458,243656,572110
20459,243655,572110
20460,243655,572110
20461,243655,572109
20462,243654,572109
20463,243654,572109
20464,243654,572109
20465,243654,572108
20466,243653,572108
20467,243653,572108
20468,243653,572108
20469,243653,572107
20470,243652,572107
20471,243652,572107
20472,243651,572106
20473,243651,572106
20474,243651,572106
20475,243650,572106
20476,243650,572105
20477,243650,572105
20478,243650,572105
20479,243649,572105
20480,243649,572104
20481,243649,572104
20482,243648,572104
20483,243648,572104
20484,243648,572103
20485,243648,572103
20486,243647,572103
20487,243647,572103
20488,243647,572102
20489,243647,572102
20490,243646,572102
20491,243646,572102
20492,243646,572101
20493,243645,572100
20494,243644,572100
20495,243644,572100
20496,243644,572100
20497,243644,572099
20498,243643,572099
20499,243643,572099
20500,243643,572099
20501,243642,572098
20502,243642,572098
20503,243642,572098
20504,243642,572098
20505,243641,572097
20506,243641,572097
20507,243641,572097
20508,243641,572097
20509,243640,572096
20510,243640,572096
20511,243640,572096
20512,243639,572096
20513,243639,572095
20514,243639,572095
20515,243639,572095
20516,243638,572095
20517,243638,572094
20518,243638,572094
20519,243638,572094
20520,243637,572094
20521,243637,572093
20522,243637,572093
20523,243636,572093
20524,243636,572093
20525,243636,572092
20526,243636,572092
20527,243635,572092
20528,243635,572092
20529,243635,572091
20530,243634,572091
20531,243634,572091
20532,243634,572090
20533,243634,572090
20534,243633,572090
20535,243633,572090
20536,243632,572089
20537,243632,572088
20538,243676,572129
20539,243675,572129
20540,243675,572128
20541,243675,572128
20542,243675,572128
20543,243674,572128
20544,243674,572128
20545,243674,572127
20546,243674,572127
20547,243673,572127
20548,243673,572127
20549,243673,572126
20550,243672,572126
20551,243672,572126
20552,243672,572126
20553,243672,572125
20554,243671,572125
20555,243671,572125
20556,243671,572124
20557,243670,572124
20558,243670,572124
20559,243670,572123
20560,243669,572123
20561,243669,572123
20562,243669,572123
20563,243668,572122
20564,243668,572122
20565,243668,572122
20566,243668,572122
20567,243667,572121
20568,243667,572121
20569,243667,572121
20570,243667,572121
20571,243666,572120
20572,243666,572120
20573,243666,572120
20574,243664,572119
20575,243664,572118
20576,243664,572118
20577,243663,572118
20578,243663,572117
20579,243663,572117
20580,243662,572117
20581,243662,572117
20582,243662,572116
20583,243661,572116
20584,243661,572116
20585,243661,572115
20586,243660,572115
20587,243659,572114
20588,243659,572114
20589,243659,572114
20590,243658,572113
20591,243658,572113
20592,243656,572111
20593,243656,572111
20594,243656,572111
20595,243656,572111
20596,243655,572110
20597,243655,572110
20598,243655,572110
20599,243654,572110
20600,243654,572109
20601,243654,572109
20602,243654,572109
20603,243653,572109
20604,243653,572108
20605,243653,572108
20606,243653,572108
20607,243652,572108
20608,243652,572107
20609,243651,572107
20610,243651,572107
20611,243651,572106
20612,243651,572106
20613,243650,572106
20614,243650,572106
20615,243650,572105
20616,243650,572105
20617,243649,572105
20618,243649,572105
20619,243649,572104
20620,243648,572104
20621,243648,572104
20622,243648,572104
20623,243648,572103
20624,243647,572103
20625,243647,572103
20626,243647,572102
20627,243646,572102
20628,243646,572102
20629,243646,572102
20630,243645,572101
20631,243645,572101
20632,243645,572101
20633,243644,572100
20634,243644,572100
20635,243644,572100
20636,243644,572100
20637,243643,572099
20638,243643,572099
20639,243642,572099
20640,243642,572098
20641,243642,572098
20642,243642,572098
20643,243641,572098
20644,243641,572097
20645,243641,572097
20646,243641,572097
20647,243640,572097
20648,243640,572096
20649,243640,572096
20650,243639,572096
20651,243639,572096
20652,243639,572095
20653,243639,572095
20654,243638,572095
20655,243638,572095
20656,243638,572094
20657,243637,572094
20658,243637,572094
20659,243637,572094
20660,243637,572093
20661,243636,572093
20662,243636,572093
20663,243636,572093
20664,243636,572092
20665,243635,572092
20666,243635,572092
20667,243634,572091
20668,243634,572091
20669,243634,572091
20670,243634,572091
20671,243633,572090
20672,243633,572090
20673,243633,572090
20674,243632,572090
20675,243632,572089
20676,243632,572089
20677,243676,572129
20678,243676,572129
20679,243675,572129
20680,243675,572129
20681,243675,572128
20682,243674,572128
20683,243674,572128
20684,243674,572128
20685,243674,572127
20686,243673,572127
20687,243673,572127
20688,243673,572127
20689,243673,572126
20690,243672,572126
20691,243672,572126
20692,243672,572126
20693,243672,572125
20694,243671,572125
20695,243671,572125
20696,243670,572124
20697,243670,572124
20698,243670,572124
20699,243670,572124
20700,243669,572123
20701,243669,572123
20702,243669,572123
20703,243669,572123
20704,243668,572122
20705,243668,572122
20706,243668,572122
20707,243667,572122
20708,243667,572121
20709,243667,572121
20710,243667,572121
20711,243666,572121
20712,243666,572120
20713,243666,572120
20714,243666,572120
20715,243665,572120
20716,243665,572119
20717,243664,572118
20718,243664,572118
20719,243663,572118
20720,243663,572118
20721,243663,572118
20722,243663,572117
20723,243662,572117
20724,243662,572117
20725,243662,572117
20726,243662,572116
20727,243661,572116
20728,243661,572116
20729,243660,572115
20730,243660,572115
20731,243660,572115
20732,243660,572115
20733,243659,572114
20734,243659,572114
20735,243659,572114
20736,243659,572114
20737,243658,572113
20738,243658,572113
20739,243657,572112
20740,243657,572112
20741,243657,572112
20742,243656,572112
20743,243656,572111
20744,243656,572111
20745,243656,572111
20746,243655,572110
20747,243655,572110
20748,243655,572110
20749,243654,572110
20750,243654,572109
20751,243654,572109
20752,243653,572109
20753,243653,572109
20754,243653,572108
20755,243652,572108
20756,243652,572108
20757,243652,572107
20758,243652,572107
20759,243651,572107
20760,243650,572106
20761,243650,572106
20762,243650,572105
20763,243649,572105
20764,243649,572105
20765,243649,572104
20766,243648,572104
20767,243648,572104
20768,243648,572104
20769,243647,572103
20770,243647,572103
20771,243647,572103
20772,243647,572103
20773,243646,572102
20774,243646,572102
20775,243646,572102
20776,243646,572102
20777,243645,572101
20778,243645,572101
20779,243645,572101
20780,243645,572101
20781,243644,572100
20782,243644,572100
20783,243644,572100
20784,243643,572100
20785,243643,572099
20786,243643,572099
20787,243643,572099
20788,243642,572099
20789,243642,572098
20790,243642,572098
20791,243642,572098
20792,243641,572098
20793,243641,572097
20794,243641,572097
20795,243640,572097
20796,243640,572096
20797,243640,572096
20798,243639,572096
20799,243639,572096
20800,243639,572095
20801,243638,572095
20802,243638,572095
20803,243638,572095
20804,243638,572094
20805,243637,572094
20806,243637,572094
20807,243637,572094
20808,243637,572093
20809,243636,572093
20810,243636,572093
20811,243636,572093
20812,243635,572092
20813,243635,572092
20814,243635,572092
20815,243635,572092
20816,243634,572091
20817,243634,572091
20818,243634,572091
20819,243633,572091
20820,243633,572090
20821,243633,572090
20822,243632,572090
20823,243675,572129
20824,243675,572129
20825,243675,572129
20826,243675,572129
20827,243674,572128
20828,243674,572128
20829,243674,572128
20830,243674,572128
20831,243673,572127
20832,243673,572127
20833,243673,572127
20834,243673,572127
20835,243672,572126
20836,243672,572126
20837,243672,572126
20838,243671,572126
20839,243671,572125
20840,243671,572125
20841,243671,572125
20842,243670,572125
20843,243670,572124
20844,243670,572124
20845,243669,572123
20846,243669,572123
20847,243669,572123
20848,243668,572123
20849,243668,572123
20850,243668,572122
20851,243667,572122
20852,243667,572122
20853,243667,572122
20854,243667,572121
20855,243666,572121
20856,243666,572121
20857,243666,572121
20858,243666,572120
20859,243665,572120
20860,243665,572120
20861,243665,572120
20862,243664,572119
20863,243664,572119
20864,243664,572119
20865,243664,572119
20866,243663,572118
20867,243663,572118
20868,243663,572118
20869,243663,572118
20870,243662,572117
20871,243662,572117
20872,243662,572117
20873,243662,572117
20874,243661,572116
20875,243661,572116
20876,243661,572116
20877,243660,572116
20878,243660,572115
20879,243660,572115
20880,243659,572115
20881,243659,572114
20882,243659,572114
20883,243659,572114
20884,243658,572114
20885,243658,572113
20886,243658,572113
20887,243657,572113
20888,243657,572113
20889,243657,572112
20890,243657,572112
20891,243656,572112
20892,243656,572112
20893,243656,572111
20894,243656,572111
20895,243655,572111
20896,243655,572111
20897,243655,572110
20898,243655,572110
20899,243654,572110
20900,243654,572110
20901,243654,572110
20902,243653,572109
20903,243653,572109
20904,243653,572109
20905,243653,572109
20906,243652,572108
20907,243652,572108
20908,243652,572108
20909,243652,572108
20910,243651,572107
20911,243651,572107
20912,243651,572107
20913,243650,572106
20914,243650,572106
20915,243650,572106
20916,243649,572106
20917,243649,572105
20918,243649,572105
20919,243649,572105
20920,243648,572105
20921,243648,572104
20922,243648,572104
20923,243647,572104
20924,243647,572104
20925,243647,572103
20926,243647,572103
20927,243646,572103
20928,243646,572103
20929,243646,572102
20930,243646,572102
20931,243645,572102
20932,243645,572102
20933,243645,572101
20934,243644,572101
20935,243644,572101
20936,243644,572101
20937,243644,572100
20938,243643,572100
20939,243643,572100
20940,243643,572100
20941,243643,572099
20942,243642,572099
20943,243642,572099
20944,243642,572099
20945,243641,572098
20946,243641,572098
20947,243640,572097
20948,243640,572097
20949,243640,572097
20950,243640,572097
20951,243639,572096
