,x,y
498,243685,572099
499,243684,572098
500,243684,572098
501,243684,572098
502,243684,572098
503,243683,572097
504,243683,572097
505,243683,572097
506,243683,572097
507,243682,572096
508,243682,572096
509,243682,572096
510,243681,572096
511,243681,572095
512,243681,572095
513,243681,572095
514,243680,572095
515,243680,572095
516,243680,572094
517,243680,572094
518,243679,572094
519,243679,572093
520,243678,572093
521,243678,572093
522,243678,572092
523,243677,572092
524,243677,572092
525,243676,572091
526,243676,572091
527,243676,572090
528,243675,572090
529,243675,572090
530,243674,572089
531,243674,572089
532,243674,572089
533,243674,572089
534,243673,572088
535,243673,572088
536,243673,572088
537,243673,572088
538,243672,572087
539,243672,572087
540,243672,572087
541,243671,572087
542,243671,572086
543,243671,572086
544,243671,572086
545,243670,572086
546,243670,572085
547,243670,572085
548,243670,572085
549,243669,572085
550,243669,572084
551,243669,572084
552,243668,572084
553,243668,572084
554,243668,572083
555,243668,572083
556,243667,572083
557,243667,572083
558,243667,572082
559,243667,572082
560,243666,572082
561,243666,572082
562,243666,572081
563,243665,572081
564,243665,572081
565,243665,572081
566,243665,572080
567,243698,572111
568,243697,572111
569,243697,572110
570,243697,572110
571,243697,572110
572,243696,572110
573,243696,572109
574,243696,572109
575,243696,572109
576,243695,572109
577,243695,572108
578,243695,572108
579,243694,572108
580,243694,572108
581,243694,572107
582,243694,572107
583,243693,572107
584,243693,572107
585,243693,572106
586,243693,572106
587,243692,572106
588,243692,572106
589,243692,572105
590,243692,572105
591,243691,572105
592,243691,572105
593,243691,572104
594,243690,572104
595,243690,572104
596,243690,572104
597,243690,572103
598,243689,572103
599,243689,572103
600,243689,572103
601,243689,572102
602,243688,572102
603,243688,572102
604,243687,572102
605,243687,572101
606,243687,572101
607,243686,572101
608,243686,572100
609,243686,572100
610,243686,572100
611,243685,572100
612,243685,572099
613,243685,572099
614,243685,572099
615,243684,572099
616,243684,572098
617,243684,572098
618,243683,572098
619,243683,572098
620,243683,572097
621,243683,572097
622,243682,572097
623,243682,572097
624,243682,572096
625,243682,572096
626,243681,572096
627,243681,572096
628,243681,572095
629,243680,572095
630,243680,572095
631,243680,572095
632,243680,572094
633,243679,572094
634,243679,572094
635,243678,572093
636,243678,572093
637,243678,572093
638,243677,572092
639,243677,572092
640,243676,572091
641,243676,572091
642,243676,572091
643,243676,572091
644,243675,572090
645,243675,572090
646,243674,572090
647,243674,572089
648,243674,572089
649,243673,572089
650,243673,572089
651,243673,572088
652,243673,572088
653,243672,572088
654,243672,572088
655,243672,572087
656,243672,572087
657,243671,572087
658,243671,572087
659,243671,572086
660,243670,572086
661,243670,572086
662,243670,572085
663,243669,572085
664,243669,572085
665,243669,572085
666,243669,572084
667,243668,572084
668,243668,572084
669,243668,572084
670,243667,572083
671,243667,572083
672,243667,572083
673,243666,572082
674,243666,572082
675,243666,572082
676,243666,572082
677,243665,572081
678,243665,572081
679,243665,572081
680,243664,572081
681,243664,572080
682,243664,572080
683,243664,572080
684,243663,572080
685,243663,572079
686,243663,572079
687,243662,572079
688,243662,572079
689,243662,572078
690,243662,572078
691,243661,572078
692,243661,572077
693,243661,572077
694,243660,572077
695,243660,572077
696,243698,572111
697,243697,572111
698,243697,572110
699,243697,572110
700,243697,572110
701,243696,572110
702,243696,572109
703,243696,572109
704,243695,572109
705,243695,572109
706,243695,572108
707,243695,572108
708,243694,572108
709,243694,572108
710,243694,572107
711,243694,572107
712,243693,572107
713,243693,572107
714,243693,572106
715,243693,572106
716,243692,572106
717,243692,572106
718,243692,572105
719,243691,572105
720,243691,572105
721,243691,572105
722,243691,572104
723,243690,572104
724,243690,572104
725,243690,572104
726,243690,572104
727,243689,572103
728,243689,572103
729,243689,572103
730,243688,572103
731,243688,572102
732,243688,572102
733,243687,572102
734,243687,572101
735,243687,572101
736,243687,572101
737,243686,572101
738,243686,572100
739,243685,572100
740,243685,572100
741,243685,572099
742,243684,572099
743,243684,572099
744,243684,572098
745,243684,572098
746,243683,572098
747,243683,572098
748,243683,572097
749,243683,572097
750,243682,572097
751,243682,572097
752,243681,572096
753,243681,572096
754,243681,572096
755,243681,572095
756,243680,572095
757,243680,572095
758,243680,572095
759,243680,572094
760,243679,572094
761,243679,572094
762,243679,572094
763,243678,572093
764,243678,572093
765,243678,572093
766,243677,572093
767,243677,572092
768,243677,572092
769,243677,572092
770,243676,572092
771,243676,572091
772,243676,572091
773,243675,572090
774,243675,572090
775,243674,572090
776,243674,572090
777,243674,572089
778,243673,572089
779,243673,572088
780,243672,572088
781,243672,572088
782,243672,572088
783,243672,572087
784,243671,572086
785,243670,572086
786,243670,572086
787,243669,572085
788,243669,572085
789,243668,572084
790,243668,572084
791,243668,572084
792,243668,572084
793,243667,572083
794,243667,572083
795,243667,572083
796,243666,572083
797,243666,572082
798,243666,572082
799,243666,572082
800,243665,572082
801,243665,572081
802,243665,572081
803,243665,572081
804,243664,572081
805,243664,572080
806,243664,572080
807,243663,572080
808,243663,572080
809,243663,572079
810,243663,572079
811,243662,572079
812,243662,572079
813,243662,572078
814,243662,572078
815,243661,572078
816,243661,572078
817,243660,572077
818,243660,572077
819,243660,572076
820,243659,572076
821,243659,572076
822,243659,572076
823,243659,572075
824,243658,572075
825,243658,572075
826,243697,572111
827,243697,572111
828,243697,572110
829,243697,572110
830,243696,572110
831,243696,572110
832,243696,572109
833,243695,572109
834,243695,572109
835,243695,572109
836,243695,572108
837,243694,572108
838,243694,572108
839,243694,572108
840,243694,572108
841,243693,572107
842,243693,572107
843,243693,572107
844,243693,572107
845,243692,572106
846,243692,572106
847,243692,572106
848,243691,572106
849,243691,572105
850,243691,572105
851,243691,572105
852,243690,572105
853,243690,572104
854,243690,572104
855,243690,572104
856,243689,572103
857,243689,572103
858,243688,572103
859,243688,572103
860,243688,572102
861,243688,572102
862,243687,572102
863,243687,572102
864,243687,572101
865,243687,572101
866,243686,572101
867,243686,572101
868,243686,572100
869,243685,572100
870,243685,572100
871,243685,572100
872,243685,572099
873,243684,572099
874,243684,572099
875,243683,572098
876,243683,572098
877,243683,572098
878,243683,572098
879,243682,572097
880,243682,572097
881,243682,572097
882,243681,572097
883,243681,572096
884,243681,572096
885,243681,572096
886,243680,572096
887,243680,572095
888,243680,572095
889,243680,572095
890,243679,572095
891,243679,572094
892,243679,572094
893,243678,572094
894,243678,572094
895,243678,572093
896,243677,572093
897,243677,572093
898,243677,572092
899,243676,572092
900,243676,572092
901,243676,572091
902,243675,572091
903,243675,572091
904,243675,572090
905,243674,572090
906,243674,572090
907,243673,572089
908,243673,572089
909,243672,572088
910,243672,572088
911,243672,572088
912,243672,572088
913,243671,572087
914,243671,572087
915,243671,572087
916,243670,572086
917,243670,572086
918,243670,572086
919,243669,572086
920,243669,572085
921,243669,572085
922,243668,572085
923,243668,572085
924,243668,572084
925,243668,572084
926,243667,572084
927,243667,572084
928,243667,572083
929,243667,572083
930,243666,572083
931,243666,572083
932,243666,572082
933,243665,572082
934,243665,572082
935,243665,572082
936,243665,572081
937,243664,572081
938,243664,572081
939,243663,572080
940,243663,572080
941,243663,572080
942,243663,572080
943,243662,572079
944,243662,572079
945,243662,572079
946,243662,572079
947,243661,572078
948,243661,572078
949,243661,572078
950,243660,572077
951,243659,572076
952,243659,572076
953,243659,572076
954,243658,572076
955,243658,572075
956,243658,572075
957,243657,572075
958,243657,572075
959,243657,572074
960,243657,572074
961,243656,572074
962,243656,572074
963,243655,572073
964,243655,572073
965,243655,572072
966,243654,572072
967,243654,572072
968,243654,572072
969,243654,572071
970,243653,572071
971,243653,572071
972,243653,572071
973,243697,572111
974,243697,572111
975,243697,572111
976,243697,572110
977,243696,572110
978,243696,572110
979,243696,572110
980,243695,572110
981,243695,572109
982,243695,572109
983,243695,572109
984,243694,572108
985,243694,572108
986,243693,572108
987,243693,572107
988,243693,572107
989,243692,572107
990,243692,572107
991,243692,572106
992,243692,572106
993,243691,572106
994,243691,572106
995,243691,572105
996,243691,572105
997,243690,572105
998,243690,572105
999,243690,572104
1000,243690,572104
1001,243689,572104
1002,243689,572104
1003,243689,572103
1004,243688,572103
1005,243688,572103
1006,243688,572103
1007,243688,572102
1008,243687,572102
1009,243687,572102
1010,243687,572102
1011,243687,572101
1012,243686,572101
1013,243686,572101
1014,243686,572101
1015,243685,572100
1016,243685,572100
1017,243685,572100
1018,243685,572100
1019,243684,572100
1020,243684,572099
1021,243684,572099
1022,243684,572099
1023,243683,572099
1024,243683,572098
1025,243682,572098
1026,243682,572098
1027,243682,572097
1028,243681,572097
1029,243681,572097
1030,243681,572096
1031,243681,572096
1032,243680,572096
1033,243680,572095
1034,243679,572095
1035,243678,572094
1036,243678,572094
1037,243678,572094
1038,243678,572093
1039,243677,572093
1040,243677,572093
1041,243677,572093
1042,243676,572092
1043,243676,572092
1044,243676,572092
1045,243675,572091
1046,243675,572091
1047,243675,572091
1048,243674,572090
1049,243674,572090
1050,243674,572090
1051,243674,572090
1052,243673,572089
1053,243673,572089
1054,243673,572089
1055,243672,572089
1056,243672,572088
1057,243672,572088
1058,243672,572088
1059,243671,572088
1060,243671,572088
1061,243671,572087
1062,243671,572087
1063,243670,572087
1064,243670,572086
1065,243670,572086
1066,243669,572086
1067,243669,572086
1068,243669,572085
1069,243668,572085
1070,243668,572085
1071,243668,572085
1072,243668,572084
1073,243667,572084
1074,243667,572084
1075,243667,572084
1076,243666,572083
1077,243666,572083
1078,243666,572083
1079,243666,572083
1080,243665,572082
1081,243665,572082
1082,243665,572082
1083,243665,572082
1084,243664,572081
1085,243664,572081
1086,243663,572081
1087,243663,572080
1088,243663,572080
1089,243663,572080
1090,243662,572080
1091,243662,572079
1092,243662,572079
1093,243661,572079
1094,243661,572078
1095,243661,572078
1096,243660,572078
1097,243660,572078
1098,243660,572077
1099,243659,572077
1100,243659,572076
1101,243658,572076
1102,243658,572076
1103,243658,572076
1104,243658,572075
1105,243657,572075
1106,243657,572075
1107,243657,572075
1108,243657,572074
1109,243656,572074
1110,243656,572074
1111,243656,572074
1112,243655,572073
1113,243655,572073
1114,243655,572073
1115,243654,572072
1116,243654,572072
1117,243653,572071
1118,243653,572071
1119,243653,572071
1120,243652,572071
1121,243652,572070
1122,243652,572070
1123,243651,572070
1124,243651,572069
1125,243650,572069
1126,243650,572068
1127,243650,572068
1128,243649,572068
1129,243649,572067
1130,243648,572067
1131,243648,572067
1132,243697,572111
1133,243697,572111
1134,243697,572111
1135,243696,572111
1136,243696,572110
1137,243695,572110
1138,243695,572110
1139,243695,572109
1140,243695,572109
1141,243694,572109
1142,243694,572108
1143,243694,572108
1144,243693,572108
1145,243693,572108
1146,243693,572107
1147,243692,572107
1148,243692,572107
1149,243692,572107
1150,243691,572106
1151,243691,572106
1152,243691,572106
1153,243691,572106
1154,243690,572105
1155,243690,572105
1156,243690,572105
1157,243690,572105
1158,243689,572104
1159,243689,572104
1160,243689,572104
1161,243688,572104
1162,243688,572103
1163,243688,572103
1164,243688,572103
1165,243687,572103
1166,243687,572102
1167,243687,572102
1168,243687,572102
1169,243686,572102
1170,243686,572101
1171,243685,572101
1172,243685,572101
1173,243685,572100
1174,243685,572100
1175,243684,572100
1176,243684,572100
1177,243684,572099
1178,243684,572099
1179,243683,572099
1180,243683,572098
1181,243683,572098
1182,243682,572098
1183,243682,572098
1184,243682,572097
1185,243681,572097
1186,243681,572097
1187,243680,572096
1188,243680,572096
1189,243680,572096
1190,243680,572096
1191,243679,572095
1192,243679,572095
1193,243678,572094
1194,243677,572093
1195,243677,572093
1196,243676,572093
1197,243676,572092
1198,243676,572092
1199,243675,572092
1200,243675,572092
1201,243675,572091
1202,243675,572091
1203,243674,572091
1204,243674,572091
1205,243674,572090
1206,243673,572090
1207,243673,572090
1208,243673,572089
1209,243672,572089
1210,243672,572089
1211,243672,572089
1212,243671,572088
1213,243670,572087
1214,243670,572087
1215,243670,572087
1216,243670,572086
1217,243669,572086
1218,243669,572086
1219,243669,572086
1220,243668,572085
1221,243668,572085
1222,243668,572085
1223,243668,572085
1224,243667,572084
1225,243667,572084
1226,243667,572084
1227,243666,572084
1228,243666,572083
1229,243666,572083
1230,243665,572083
1231,243665,572082
1232,243665,572082
1233,243665,572082
1234,243664,572082
1235,243664,572081
1236,243663,572081
1237,243663,572081
1238,243663,572080
1239,243663,572080
1240,243662,572080
1241,243662,572080
1242,243662,572079
1243,243661,572078
1244,243660,572078
1245,243659,572077
1246,243658,572076
1247,243658,572076
1248,243658,572076
1249,243657,572075
1250,243657,572075
1251,243657,572075
1252,243657,572075
1253,243656,572074
1254,243656,572074
1255,243655,572074
1256,243655,572073
1257,243655,572073
1258,243655,572073
1259,243654,572073
1260,243654,572072
1261,243654,572072
1262,243654,572072
1263,243653,572072
1264,243653,572071
1265,243652,572071
1266,243652,572071
1267,243652,572070
1268,243652,572070
1269,243651,572070
1270,243651,572070
1271,243651,572069
1272,243650,572069
1273,243650,572069
1274,243650,572068
1275,243649,572068
1276,243649,572068
1277,243649,572068
1278,243649,572067
1279,243648,572067
1280,243648,572067
1281,243648,572067
1282,243647,572066
1283,243647,572066
1284,243647,572066
1285,243647,572066
1286,243646,572065
1287,243646,572065
1288,243646,572065
1289,243645,572065
1290,243645,572064
1291,243645,572064
1292,243697,572111
1293,243697,572111
1294,243696,572111
1295,243696,572111
1296,243696,572110
1297,243696,572110
1298,243695,572110
1299,243695,572110
1300,243695,572109
1301,243695,572109
1302,243694,572109
1303,243694,572109
1304,243694,572108
1305,243693,572108
1306,243693,572108
1307,243693,572108
1308,243693,572107
1309,243692,572107
1310,243692,572107
1311,243692,572107
1312,243691,572106
1313,243691,572106
1314,243691,572106
1315,243691,572106
1316,243690,572105
1317,243690,572105
1318,243689,572105
1319,243689,572104
1320,243689,572104
1321,243689,572104
1322,243688,572104
1323,243688,572103
1324,243688,572103
1325,243687,572103
1326,243687,572102
1327,243686,572102
1328,243686,572102
1329,243686,572101
1330,243685,572101
1331,243685,572101
1332,243685,572100
1333,243684,572100
1334,243684,572100
1335,243684,572099
1336,243684,572099
1337,243683,572099
1338,243682,572098
1339,243682,572098
1340,243682,572098
1341,243682,572097
1342,243681,572097
1343,243681,572097
1344,243681,572097
1345,243681,572097
1346,243680,572096
1347,243680,572096
1348,243679,572095
1349,243679,572095
1350,243678,572094
1351,243677,572093
1352,243676,572093
1353,243676,572092
1354,243675,572092
1355,243675,572092
1356,243675,572091
1357,243675,572091
1358,243674,572091
1359,243674,572090
1360,243673,572090
1361,243673,572090
1362,243673,572089
1363,243672,572089
1364,243672,572089
1365,243672,572089
1366,243672,572088
1367,243671,572088
1368,243671,572088
1369,243671,572088
1370,243670,572087
1371,243670,572087
1372,243669,572086
1373,243669,572086
1374,243669,572086
1375,243669,572086
1376,243668,572085
1377,243668,572085
1378,243668,572085
1379,243668,572085
1380,243667,572084
1381,243667,572084
1382,243667,572084
1383,243666,572084
1384,243666,572083
1385,243666,572083
1386,243666,572083
1387,243665,572083
1388,243665,572082
1389,243665,572082
1390,243664,572082
1391,243664,572082
1392,243664,572081
1393,243664,572081
1394,243663,572081
1395,243663,572081
1396,243663,572081
1397,243663,572080
1398,243662,572080
1399,243662,572080
1400,243662,572080
1401,243661,572079
1402,243661,572079
1403,243661,572079
1404,243661,572079
1405,243660,572078
1406,243660,572078
1407,243660,572078
1408,243659,572077
1409,243659,572077
1410,243659,572077
1411,243658,572077
1412,243658,572076
1413,243657,572076
1414,243657,572075
1415,243657,572075
1416,243656,572075
1417,243656,572075
1418,243656,572074
1419,243655,572074
1420,243655,572074
1421,243655,572073
1422,243655,572073
1423,243654,572073
1424,243654,572073
1425,243653,572072
1426,243653,572072
1427,243653,572071
1428,243652,572071
1429,243652,572071
1430,243652,572070
1431,243651,572070
1432,243651,572070
1433,243651,572070
1434,243651,572069
1435,243650,572069
1436,243650,572069
1437,243649,572068
1438,243649,572068
1439,243649,572068
1440,243648,572067
1441,243648,572067
1442,243648,572067
1443,243648,572067
1444,243647,572066
1445,243647,572066
1446,243647,572066
1447,243646,572065
1448,243646,572065
1449,243646,572065
1450,243645,572064
1451,243645,572064
1452,243697,572112
1453,243696,572111
1454,243696,572111
1455,243696,572111
1456,243696,572111
1457,243695,572110
1458,243695,572110
1459,243695,572110
1460,243695,572110
1461,243694,572109
1462,243694,572109
1463,243694,572109
1464,243694,572109
1465,243693,572108
1466,243693,572108
1467,243693,572108
1468,243692,572108
1469,243692,572107
1470,243692,572107
1471,243692,572107
1472,243691,572107
1473,243691,572106
1474,243691,572106
1475,243691,572106
1476,243690,572106
1477,243690,572105
1478,243690,572105
1479,243689,572105
1480,243689,572105
1481,243689,572104
1482,243689,572104
1483,243688,572104
1484,243688,572104
1485,243688,572103
1486,243688,572103
1487,243687,572103
1488,243687,572103
1489,243687,572102
1490,243686,572102
1491,243685,572101
1492,243685,572101
1493,243685,572101
1494,243684,572100
1495,243684,572100
1496,243684,572100
1497,243684,572100
1498,243683,572099
1499,243683,572099
1500,243683,572099
1501,243682,572099
1502,243682,572098
1503,243681,572098
1504,243681,572097
1505,243681,572097
1506,243680,572097
1507,243680,572096
1508,243680,572096
1509,243679,572096
1510,243679,572096
1511,243679,572095
1512,243679,572095
1513,243678,572095
1514,243678,572095
1515,243678,572094
1516,243678,572094
1517,243677,572094
1518,243677,572093
1519,243677,572093
1520,243676,572093
1521,243676,572093
1522,243676,572092
1523,243675,572092
1524,243675,572092
1525,243675,572092
1526,243675,572091
1527,243674,572091
1528,243674,572091
1529,243674,572091
1530,243673,572090
1531,243673,572090
1532,243673,572090
1533,243672,572090
1534,243672,572089
1535,243671,572089
1536,243671,572088
1537,243671,572088
1538,243671,572088
1539,243670,572088
1540,243670,572087
1541,243670,572087
1542,243669,572086
1543,243669,572086
1544,243668,572086
1545,243668,572086
1546,243668,572085
1547,243668,572085
1548,243667,572085
1549,243667,572085
1550,243667,572084
1551,243666,572084
1552,243666,572084
1553,243666,572084
1554,243666,572083
1555,243665,572083
1556,243665,572083
1557,243665,572083
1558,243665,572082
1559,243664,572082
1560,243664,572082
1561,243664,572082
1562,243663,572081
1563,243663,572081
1564,243663,572081
1565,243663,572081
1566,243662,572080
1567,243662,572080
1568,243662,572080
1569,243661,572080
1570,243661,572079
1571,243661,572079
1572,243661,572079
1573,243660,572079
1574,243660,572078
1575,243659,572077
1576,243659,572077
1577,243658,572077
1578,243658,572077
1579,243657,572076
1580,243657,572076
1581,243657,572075
1582,243657,572075
1583,243656,572075
1584,243656,572074
1585,243655,572074
1586,243655,572074
1587,243654,572073
1588,243654,572073
1589,243654,572073
1590,243653,572072
1591,243653,572072
1592,243653,572072
1593,243653,572072
1594,243652,572071
1595,243652,572071
1596,243652,572071
1597,243652,572071
1598,243651,572070
1599,243651,572070
1600,243651,572070
1601,243650,572069
1602,243650,572069
1603,243650,572069
1604,243649,572069
1605,243649,572068
1606,243649,572068
1607,243648,572068
1608,243648,572068
1609,243648,572067
1610,243648,572067
1611,243647,572067
1612,243647,572067
1613,243647,572066
1614,243646,572066
1615,243646,572066
1616,243646,572066
1617,243646,572065
1618,243645,572065
1619,243645,572065
1620,243645,572065
1621,243645,572064
1622,243697,572112
1623,243696,572112
1624,243696,572111
1625,243696,572111
1626,243696,572111
1627,243695,572111
1628,243695,572110
1629,243695,572110
1630,243695,572110
1631,243694,572110
1632,243694,572109
1633,243694,572109
1634,243694,572109
1635,243693,572108
1636,243693,572108
1637,243692,572108
1638,243692,572108
1639,243692,572107
1640,243692,572107
1641,243691,572107
1642,243691,572107
1643,243691,572106
1644,243691,572106
1645,243690,572106
1646,243690,572106
1647,243689,572105
1648,243689,572105
1649,243689,572105
1650,243689,572105
1651,243688,572104
1652,243688,572104
1653,243688,572104
1654,243688,572104
1655,243687,572103
1656,243687,572103
1657,243687,572103
1658,243687,572103
1659,243686,572102
1660,243686,572102
1661,243686,572102
1662,243685,572102
1663,243685,572101
